#            mprod              mhscp              width               c300
     2.5000000e+03      1.6000000e+03      3.2000000e-16      2.9957175e-08
     2.5000000e+03      1.6000000e+03      2.2000000e-16      1.5712822e-06
     2.5000000e+03      1.6000000e+03      1.5000000e-16      3.3284990e-05
     6.3000000e+02      6.0000000e+02      1.0000000e+06      0.0000000e+00
     6.4000000e+02      6.0000000e+02      0.0000000e+00      6.2615383e-01
     2.5000000e+03      1.6000000e+03      1.0000000e+06      0.0000000e+00
     2.5050000e+03      2.5000000e+03      0.0000000e+00      7.2545543e-03
     6.4000000e+02      6.0000000e+02      1.0000000e-19      6.2353237e-01
     2.5050000e+03      2.5000000e+03      1.0000000e-19      7.1902486e-03
     2.5050000e+03      2.5000000e+03      1.8000000e-18      6.1904655e-03
     6.4000000e+02      6.0000000e+02      3.2000000e-18      5.4520570e-01
     2.5050000e+03      2.5000000e+03      5.6000000e-18      4.4747524e-03
     6.4000000e+02      6.0000000e+02      1.0000000e-17      3.9809727e-01
     2.5050000e+03      2.5000000e+03      2.2000000e-17      1.2274501e-03
     6.4000000e+02      6.0000000e+02      3.2000000e-17      1.3535939e-01
     6.4000000e+02      6.0000000e+02      4.6000000e-17      6.8466206e-02
     6.4000000e+02      6.0000000e+02      6.8000000e-17      2.4398778e-02
     6.4000000e+02      6.0000000e+02      1.0000000e-16      5.9575952e-03
     6.4000000e+02      6.0000000e+02      1.5000000e-16      7.8751088e-04
     6.4000000e+02      6.0000000e+02      2.2000000e-16      6.0263964e-05
     6.4000000e+02      6.0000000e+02      3.2000000e-16      2.1756565e-06
     6.4000000e+02      6.0000000e+02      4.6000000e-16      3.2617980e-08
     6.4000000e+02      6.0000000e+02      6.8000000e-16      8.8494222e-11
     2.5050000e+03      2.5000000e+03      2.2000000e-16      7.0954875e-09
     2.5050000e+03      2.5000000e+03      1.5000000e-16      3.2262739e-07
     2.5050000e+03      2.5000000e+03      1.0000000e-16      6.2849751e-06
     6.4000000e+02      6.0000000e+02      1.0000000e+06      0.0000000e+00
     6.5000000e+02      4.5000000e+02      0.0000000e+00      0.0000000e+00
     2.5050000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.5100000e+03      2.5000000e+03      0.0000000e+00      7.1511979e-03
     2.5100000e+03      2.5000000e+03      1.0000000e-19      7.0878927e-03
     2.5100000e+03      2.5000000e+03      1.8000000e-18      6.1035641e-03
     2.5100000e+03      2.5000000e+03      5.6000000e-18      4.4137973e-03
     2.5100000e+03      2.5000000e+03      2.2000000e-17      1.2120502e-03
     2.5100000e+03      2.5000000e+03      3.2000000e-17      5.7959136e-04
     2.5100000e+03      2.5000000e+03      4.6000000e-17      2.1433176e-04
     2.5100000e+03      2.5000000e+03      6.8000000e-17      4.8047050e-05
     2.5100000e+03      2.5000000e+03      1.0000000e-16      6.1631396e-06
     2.5100000e+03      2.5000000e+03      1.5000000e-16      3.1380864e-07
     2.5100000e+03      2.5000000e+03      2.2000000e-16      6.8476449e-09
     6.5000000e+02      4.5000000e+02      1.0000000e+06      0.0000000e+00
     6.5000000e+02      5.0000000e+02      0.0000000e+00      0.0000000e+00
     2.5100000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.5200000e+03      2.5000000e+03      0.0000000e+00      6.9318875e-03
     2.5200000e+03      2.5000000e+03      1.0000000e-19      6.8706230e-03
     2.5200000e+03      2.5000000e+03      1.8000000e-18      5.9179124e-03
     2.5200000e+03      2.5000000e+03      5.6000000e-18      4.2818807e-03
     2.5200000e+03      2.5000000e+03      2.2000000e-17      1.1790214e-03
     2.5200000e+03      2.5000000e+03      3.2000000e-17      5.6493054e-04
     2.5200000e+03      2.5000000e+03      4.6000000e-17      2.0957503e-04
     2.5200000e+03      2.5000000e+03      6.8000000e-17      4.7248587e-05
     2.5200000e+03      2.5000000e+03      1.0000000e-16      6.1184536e-06
     2.5200000e+03      2.5000000e+03      1.5000000e-16      3.1673331e-07
     2.5200000e+03      2.5000000e+03      2.2000000e-16      7.0865098e-09
     2.5000000e+03      1.2000000e+03      3.2000000e-17      7.2514153e-02
     6.5000000e+02      5.0000000e+02      1.0000000e+06      0.0000000e+00
     6.5000000e+02      5.5000000e+02      0.0000000e+00      6.3583615e-01
     2.5000000e+03      1.2000000e+03      4.6000000e-17      3.4501289e-02
     2.5200000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     6.5000000e+02      5.5000000e+02      1.0000000e-19      6.3319360e-01
     2.5300000e+03      2.5000000e+03      1.0000000e-19      6.8035280e-03
     2.5000000e+03      1.2000000e+03      6.8000000e-17      1.1494668e-02
     2.5300000e+03      2.5000000e+03      1.8000000e-18      5.8550235e-03
     6.5000000e+02      5.5000000e+02      3.2000000e-18      5.5427326e-01
     2.5300000e+03      2.5000000e+03      5.6000000e-18      4.2288566e-03
     6.5000000e+02      5.5000000e+02      1.0000000e-17      4.0600007e-01
     2.5000000e+03      1.2000000e+03      1.0000000e-16      2.6225582e-03
     2.5300000e+03      2.5000000e+03      2.2000000e-17      1.1572530e-03
     6.5000000e+02      5.5000000e+02      3.2000000e-17      1.3963274e-01
     6.5000000e+02      5.5000000e+02      4.6000000e-17      7.1085678e-02
     6.5000000e+02      5.5000000e+02      6.8000000e-17      2.5544967e-02
     6.5000000e+02      5.5000000e+02      1.0000000e-16      6.2930060e-03
     6.5000000e+02      5.5000000e+02      1.5000000e-16      8.3893350e-04
     6.5000000e+02      5.5000000e+02      2.2000000e-16      6.4542987e-05
     6.5000000e+02      5.5000000e+02      3.2000000e-16      2.3292362e-06
     6.5000000e+02      5.5000000e+02      4.6000000e-16      3.4641956e-08
     6.5000000e+02      5.5000000e+02      6.8000000e-16      9.5736442e-11
     2.5300000e+03      2.5000000e+03      2.2000000e-16      6.2207120e-09
     2.5300000e+03      2.5000000e+03      1.5000000e-16      2.9258484e-07
     2.5300000e+03      2.5000000e+03      1.0000000e-16      5.8166996e-06
     3.1000000e+03      3.0000000e+03      6.8000000e-17      1.4466785e-06
     3.1000000e+03      3.0000000e+03      4.6000000e-17      1.0945792e-05
     6.5000000e+02      5.5000000e+02      1.0000000e+06      0.0000000e+00
     6.5500000e+02      6.5000000e+02      0.0000000e+00      6.1494399e-01
     2.5300000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.5400000e+03      2.5000000e+03      0.0000000e+00      6.6913193e-03
     6.5500000e+02      6.5000000e+02      1.0000000e-19      6.1234264e-01
     2.5400000e+03      2.5000000e+03      5.0000000e-19      6.3986336e-03
     6.5500000e+02      6.5000000e+02      3.2000000e-18      5.3475161e-01
     2.5400000e+03      2.5000000e+03      3.2000000e-18      5.0487747e-03
     6.5500000e+02      6.5000000e+02      1.0000000e-17      3.8958397e-01
     2.5400000e+03      2.5000000e+03      2.2000000e-17      1.1197463e-03
     6.5500000e+02      6.5000000e+02      3.2000000e-17      1.3172823e-01
     6.5500000e+02      6.5000000e+02      4.6000000e-17      6.6420051e-02
     6.5500000e+02      6.5000000e+02      6.8000000e-17      2.3557125e-02
     6.5500000e+02      6.5000000e+02      1.0000000e-16      5.7142584e-03
     6.5500000e+02      6.5000000e+02      1.5000000e-16      7.4829328e-04
     6.5500000e+02      6.5000000e+02      2.2000000e-16      5.6601878e-05
     6.5500000e+02      6.5000000e+02      3.2000000e-16      2.0104840e-06
     6.5500000e+02      6.5000000e+02      4.6000000e-16      2.9266978e-08
     6.5500000e+02      6.5000000e+02      6.8000000e-16      7.3371192e-11
     2.5400000e+03      2.5000000e+03      2.2000000e-16      5.9375963e-09
     2.5400000e+03      2.5000000e+03      1.5000000e-16      2.7676993e-07
     2.5400000e+03      2.5000000e+03      1.0000000e-16      5.5191166e-06
     6.5500000e+02      6.5000000e+02      1.0000000e+06      0.0000000e+00
     6.6000000e+02      6.0000000e+02      0.0000000e+00      6.2724836e-01
     2.5400000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.5600000e+03      2.5000000e+03      0.0000000e+00      6.4218682e-03
     6.6000000e+02      6.0000000e+02      1.0000000e-19      6.2462549e-01
     2.5600000e+03      2.5000000e+03      5.0000000e-19      6.1409644e-03
     6.6000000e+02      6.0000000e+02      3.2000000e-18      5.4625389e-01
     2.5600000e+03      2.5000000e+03      3.2000000e-18      4.8456879e-03
     6.6000000e+02      6.0000000e+02      1.0000000e-17      3.9901586e-01
     2.5600000e+03      2.5000000e+03      2.2000000e-17      1.0767449e-03
     6.6000000e+02      6.0000000e+02      3.2000000e-17      1.3576824e-01
     6.6000000e+02      6.0000000e+02      4.6000000e-17      6.8673440e-02
     6.6000000e+02      6.0000000e+02      6.8000000e-17      2.4463056e-02
     6.6000000e+02      6.0000000e+02      1.0000000e-16      5.9680653e-03
     6.6000000e+02      6.0000000e+02      1.5000000e-16      7.8801557e-04
     6.6000000e+02      6.0000000e+02      2.2000000e-16      6.0269369e-05
     6.6000000e+02      6.0000000e+02      3.2000000e-16      2.1738831e-06
     6.6000000e+02      6.0000000e+02      4.6000000e-16      3.2352915e-08
     6.6000000e+02      6.0000000e+02      6.8000000e-16      8.4862173e-11
     2.5600000e+03      2.5000000e+03      2.2000000e-16      5.8807136e-09
     2.5600000e+03      2.5000000e+03      1.5000000e-16      2.7137589e-07
     2.5600000e+03      2.5000000e+03      1.0000000e-16      5.3734423e-06
     6.6000000e+02      6.0000000e+02      1.0000000e+06      0.0000000e+00
     6.6000000e+02      6.5000000e+02      0.0000000e+00      6.1691315e-01
     2.5000000e+03      1.4000000e+03      0.0000000e+00      2.4832170e-01
     2.5600000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     6.6000000e+02      6.5000000e+02      1.0000000e-19      6.1431072e-01
     2.5800000e+03      2.5000000e+03      5.0000000e-19      5.7694491e-03
     2.5800000e+03      2.5000000e+03      0.0000000e+00      6.0341031e-03
     6.6000000e+02      6.5000000e+02      3.2000000e-18      5.3663436e-01
     2.5800000e+03      2.5000000e+03      3.2000000e-18      4.5500017e-03
     6.6000000e+02      6.5000000e+02      1.0000000e-17      3.9110475e-01
     2.5800000e+03      2.5000000e+03      2.2000000e-17      1.0099979e-03
     6.6000000e+02      6.5000000e+02      3.2000000e-17      1.3225079e-01
     6.6000000e+02      6.5000000e+02      4.6000000e-17      6.6664746e-02
     6.6000000e+02      6.5000000e+02      6.8000000e-17      2.3632172e-02
     6.6000000e+02      6.5000000e+02      1.0000000e-16      5.7297285e-03
     6.6000000e+02      6.5000000e+02      1.5000000e-16      7.5038554e-04
     6.6000000e+02      6.5000000e+02      2.2000000e-16      5.6849177e-05
     6.6000000e+02      6.5000000e+02      3.2000000e-16      2.0286437e-06
     6.6000000e+02      6.5000000e+02      4.6000000e-16      2.9874758e-08
     6.6000000e+02      6.5000000e+02      6.8000000e-16      7.7158492e-11
     2.5800000e+03      2.5000000e+03      2.2000000e-16      5.7646484e-09
     2.5800000e+03      2.5000000e+03      1.5000000e-16      2.5748779e-07
     2.5800000e+03      2.5000000e+03      1.0000000e-16      5.0555405e-06
     6.6000000e+02      6.5000000e+02      1.0000000e+06      0.0000000e+00
     6.7000000e+02      6.5000000e+02      0.0000000e+00      6.1977531e-01
     2.5800000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.6000000e+03      1.8000000e+03      0.0000000e+00      8.3772378e-02
     6.7000000e+02      6.5000000e+02      1.0000000e-19      6.1716638e-01
     2.6000000e+03      1.8000000e+03      1.0000000e-19      8.3077213e-02
     2.6000000e+03      1.8000000e+03      1.8000000e-18      7.2210014e-02
     6.7000000e+02      6.5000000e+02      3.2000000e-18      5.3927010e-01
     2.6000000e+03      1.8000000e+03      5.6000000e-18      5.3255329e-02
     6.7000000e+02      6.5000000e+02      1.0000000e-17      3.9321627e-01
     2.6000000e+03      1.8000000e+03      2.2000000e-17      1.5717857e-02
     6.7000000e+02      6.5000000e+02      3.2000000e-17      1.3312017e-01
     6.7000000e+02      6.5000000e+02      4.6000000e-17      6.7140903e-02
     6.7000000e+02      6.5000000e+02      6.8000000e-17      2.3815170e-02
     6.7000000e+02      6.5000000e+02      1.0000000e-16      5.7746650e-03
     6.7000000e+02      6.5000000e+02      1.5000000e-16      7.5502385e-04
     6.7000000e+02      6.5000000e+02      2.2000000e-16      5.6925762e-05
     6.7000000e+02      6.5000000e+02      3.2000000e-16      2.0133953e-06
     6.7000000e+02      6.5000000e+02      4.6000000e-16      2.9257413e-08
     6.7000000e+02      6.5000000e+02      6.8000000e-16      7.4081069e-11
     2.6000000e+03      1.8000000e+03      3.2000000e-16      3.5185776e-09
     2.6000000e+03      1.8000000e+03      2.2000000e-16      2.6949023e-07
     2.6000000e+03      1.8000000e+03      1.5000000e-16      7.9702103e-06
     2.6000000e+03      1.8000000e+03      1.0000000e-16      1.1661284e-04
     2.5000000e+03      1.4000000e+03      3.2000000e-17      2.9869981e-02
     6.7000000e+02      6.5000000e+02      1.0000000e+06      0.0000000e+00
     6.8000000e+02      6.0000000e+02      0.0000000e+00      6.3000615e-01
     2.5000000e+03      1.4000000e+03      4.6000000e-17      1.3197849e-02
     2.6000000e+03      1.8000000e+03      1.0000000e+06      0.0000000e+00
     6.8000000e+02      6.0000000e+02      1.0000000e-19      6.2734770e-01
     2.6000000e+03      2.0000000e+03      1.0000000e-19      1.5817875e-02
     2.6000000e+03      2.0000000e+03      0.0000000e+00      1.5960053e-02
     2.5000000e+03      1.4000000e+03      6.8000000e-17      3.9792263e-03
     6.8000000e+02      6.0000000e+02      3.2000000e-18      5.4809634e-01
     2.6000000e+03      2.0000000e+03      5.6000000e-18      9.7572454e-03
     6.8000000e+02      6.0000000e+02      1.0000000e-17      3.9988629e-01
     2.6000000e+03      2.0000000e+03      1.8000000e-18      1.3598779e-02
     2.5000000e+03      1.4000000e+03      1.0000000e-16      8.0027535e-04
     6.8000000e+02      6.0000000e+02      3.2000000e-17      1.3598745e-01
     6.8000000e+02      6.0000000e+02      4.6000000e-17      6.8790447e-02
     6.8000000e+02      6.0000000e+02      6.8000000e-17      2.4494755e-02
     6.8000000e+02      6.0000000e+02      1.0000000e-16      5.9623620e-03
     6.8000000e+02      6.0000000e+02      1.5000000e-16      7.8205087e-04
     6.8000000e+02      6.0000000e+02      2.2000000e-16      5.9112285e-05
     6.8000000e+02      6.0000000e+02      3.2000000e-16      2.1038749e-06
     6.8000000e+02      6.0000000e+02      4.6000000e-16      3.1210498e-08
     6.8000000e+02      6.0000000e+02      6.8000000e-16      8.3366338e-11
     2.6000000e+03      2.0000000e+03      2.2000000e-16      8.9396544e-09
     2.6000000e+03      2.0000000e+03      1.5000000e-16      4.2554507e-07
     2.6000000e+03      2.0000000e+03      1.0000000e-16      9.2650237e-06
     3.1500000e+03      3.0000000e+03      4.6000000e-17      1.0083007e-05
     6.8000000e+02      6.0000000e+02      1.0000000e+06      0.0000000e+00
     6.8000000e+02      6.5000000e+02      0.0000000e+00      6.2097125e-01
     2.6000000e+03      2.0000000e+03      1.0000000e+06      0.0000000e+00
     2.6000000e+03      2.5000000e+03      0.0000000e+00      5.8418573e-03
     6.8000000e+02      6.5000000e+02      1.0000000e-19      6.1835383e-01
     2.6000000e+03      2.5000000e+03      1.0000000e-19      5.7897807e-03
     2.6000000e+03      2.5000000e+03      1.8000000e-18      4.9806696e-03
     6.8000000e+02      6.5000000e+02      3.2000000e-18      5.4021054e-01
     2.6000000e+03      2.5000000e+03      5.6000000e-18      3.5946913e-03
     6.8000000e+02      6.5000000e+02      1.0000000e-17      3.9373655e-01
     2.6000000e+03      2.5000000e+03      2.2000000e-17      9.8155493e-04
     6.8000000e+02      6.5000000e+02      3.2000000e-17      1.3310652e-01
     6.8000000e+02      6.5000000e+02      4.6000000e-17      6.7067928e-02
     6.8000000e+02      6.5000000e+02      6.8000000e-17      2.3747912e-02
     6.8000000e+02      6.5000000e+02      1.0000000e-16      5.7414212e-03
     6.8000000e+02      6.5000000e+02      1.5000000e-16      7.4674489e-04
     6.8000000e+02      6.5000000e+02      2.2000000e-16      5.5879694e-05
     6.8000000e+02      6.5000000e+02      3.2000000e-16      1.9589167e-06
     6.8000000e+02      6.5000000e+02      4.6000000e-16      2.8212564e-08
     6.8000000e+02      6.5000000e+02      6.8000000e-16      6.9914651e-11
     2.6000000e+03      2.5000000e+03      2.2000000e-16      4.8933341e-09
     2.6000000e+03      2.5000000e+03      1.5000000e-16      2.3810801e-07
     2.6000000e+03      2.5000000e+03      1.0000000e-16      4.8355379e-06
     6.8000000e+02      6.5000000e+02      1.0000000e+06      0.0000000e+00
     7.0000000e+02      3.0000000e+02      0.0000000e+00      0.0000000e+00
     2.6000000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.6500000e+03      2.5000000e+03      0.0000000e+00      5.3190436e-03
     2.6500000e+03      2.5000000e+03      5.0000000e-19      5.0849918e-03
     2.6500000e+03      2.5000000e+03      3.2000000e-18      4.0074254e-03
     2.6500000e+03      2.5000000e+03      2.2000000e-17      8.8756880e-04
     2.6500000e+03      2.5000000e+03      3.2000000e-17      4.2285219e-04
     2.6500000e+03      2.5000000e+03      4.6000000e-17      1.5553038e-04
     2.6500000e+03      2.5000000e+03      6.8000000e-17      3.4492926e-05
     2.6500000e+03      2.5000000e+03      1.0000000e-16      4.3312011e-06
     2.6500000e+03      2.5000000e+03      1.5000000e-16      2.1103572e-07
     2.6500000e+03      2.5000000e+03      2.2000000e-16      4.2649501e-09
     7.0000000e+02      3.0000000e+02      1.0000000e+06      0.0000000e+00
     7.0000000e+02      3.5000000e+02      0.0000000e+00      0.0000000e+00
     2.6500000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.7000000e+03      2.5000000e+03      0.0000000e+00      4.9773894e-03
     2.7000000e+03      2.5000000e+03      5.0000000e-19      4.7586823e-03
     2.7000000e+03      2.5000000e+03      3.2000000e-18      3.7510851e-03
     2.7000000e+03      2.5000000e+03      2.2000000e-17      8.2856634e-04
     2.7000000e+03      2.5000000e+03      3.2000000e-17      3.9345619e-04
     2.7000000e+03      2.5000000e+03      4.6000000e-17      1.4385099e-04
     2.7000000e+03      2.5000000e+03      6.8000000e-17      3.1516951e-05
     2.7000000e+03      2.5000000e+03      1.0000000e-16      3.8725341e-06
     2.7000000e+03      2.5000000e+03      1.5000000e-16      1.8175715e-07
     2.7000000e+03      2.5000000e+03      2.2000000e-16      3.4945153e-09
     7.0000000e+02      3.5000000e+02      1.0000000e+06      0.0000000e+00
     7.0000000e+02      4.0000000e+02      0.0000000e+00      0.0000000e+00
     2.7000000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.8000000e+03      1.8000000e+03      0.0000000e+00      8.9613647e-02
     2.8000000e+03      1.8000000e+03      1.0000000e-19      8.8875137e-02
     2.8000000e+03      1.8000000e+03      1.8000000e-18      7.7332106e-02
     2.8000000e+03      1.8000000e+03      5.6000000e-18      5.7200126e-02
     2.8000000e+03      1.8000000e+03      2.2000000e-17      1.7192200e-02
     2.8000000e+03      1.8000000e+03      3.2000000e-17      8.6787847e-03
     2.8000000e+03      1.8000000e+03      4.6000000e-17      3.4755665e-03
     2.8000000e+03      1.8000000e+03      6.8000000e-17      8.9310226e-04
     2.8000000e+03      1.8000000e+03      1.0000000e-16      1.4231614e-04
     2.8000000e+03      1.8000000e+03      1.5000000e-16      1.0378559e-05
     2.8000000e+03      1.8000000e+03      2.2000000e-16      3.8095313e-07
     2.8000000e+03      1.8000000e+03      3.2000000e-16      5.4793328e-09
     2.5000000e+03      1.6000000e+03      3.2000000e-17      1.6289503e-02
     7.0000000e+02      4.0000000e+02      1.0000000e+06      0.0000000e+00
     7.0000000e+02      4.5000000e+02      0.0000000e+00      0.0000000e+00
     2.8000000e+03      1.8000000e+03      1.0000000e+06      0.0000000e+00
     2.5000000e+03      1.6000000e+03      4.6000000e-17      6.9951277e-03
     2.8000000e+03      2.0000000e+03      1.0000000e-19      1.5700756e-02
     2.8000000e+03      2.0000000e+03      0.0000000e+00      1.5841468e-02
     2.8000000e+03      2.0000000e+03      1.8000000e-18      1.3504342e-02
     2.5000000e+03      1.6000000e+03      6.8000000e-17      2.0012864e-03
     2.8000000e+03      2.0000000e+03      5.6000000e-18      9.7008903e-03
     2.8000000e+03      2.0000000e+03      2.2000000e-17      2.4973983e-03
     2.5000000e+03      1.6000000e+03      1.0000000e-16      3.6975254e-04
     2.8000000e+03      2.0000000e+03      4.6000000e-17      3.9522293e-04
     2.8000000e+03      2.0000000e+03      6.8000000e-17      8.1749101e-05
     2.8000000e+03      2.0000000e+03      1.0000000e-16      9.6650985e-06
     2.8000000e+03      2.0000000e+03      1.5000000e-16      4.5539103e-07
     2.8000000e+03      2.0000000e+03      2.2000000e-16      9.6239565e-09
     2.8000000e+03      2.0000000e+03      3.2000000e-17      1.1382591e-03
     3.2000000e+03      3.0000000e+03      3.2000000e-17      3.2014128e-05
     3.2000000e+03      3.0000000e+03      4.6000000e-17      8.5442303e-06
     7.0000000e+02      4.5000000e+02      1.0000000e+06      0.0000000e+00
     7.0000000e+02      5.0000000e+02      0.0000000e+00      0.0000000e+00
     2.8000000e+03      2.0000000e+03      1.0000000e+06      0.0000000e+00
     2.8000000e+03      2.5000000e+03      0.0000000e+00      4.6201254e-03
     2.8000000e+03      2.5000000e+03      5.0000000e-19      4.4177562e-03
     2.8000000e+03      2.5000000e+03      3.2000000e-18      3.4858279e-03
     2.8000000e+03      2.5000000e+03      2.2000000e-17      7.7899698e-04
     2.8000000e+03      2.5000000e+03      3.2000000e-17      3.7245470e-04
     2.8000000e+03      2.5000000e+03      4.6000000e-17      1.3741684e-04
     2.8000000e+03      2.5000000e+03      6.8000000e-17      3.0495419e-05
     2.8000000e+03      2.5000000e+03      1.0000000e-16      3.8043045e-06
     2.8000000e+03      2.5000000e+03      1.5000000e-16      1.8145187e-07
     2.8000000e+03      2.5000000e+03      2.2000000e-16      3.5293903e-09
     7.0000000e+02      5.0000000e+02      1.0000000e+06      0.0000000e+00
     7.0000000e+02      5.5000000e+02      0.0000000e+00      6.4950074e-01
     2.8000000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     2.9000000e+03      2.5000000e+03      0.0000000e+00      4.3017337e-03
     7.0000000e+02      5.5000000e+02      1.0000000e-19      6.4675925e-01
     2.9000000e+03      2.5000000e+03      1.0000000e-19      4.2635352e-03
     2.9000000e+03      2.5000000e+03      1.8000000e-18      3.6701297e-03
     7.0000000e+02      5.5000000e+02      3.2000000e-18      5.6518829e-01
     2.9000000e+03      2.5000000e+03      5.6000000e-18      2.6535859e-03
     7.0000000e+02      5.5000000e+02      1.0000000e-17      4.1310392e-01
     2.9000000e+03      2.5000000e+03      2.2000000e-17      7.3041281e-04
     7.0000000e+02      5.5000000e+02      3.2000000e-17      1.4198557e-01
     7.0000000e+02      5.5000000e+02      4.6000000e-17      7.2391208e-02
     7.0000000e+02      5.5000000e+02      6.8000000e-17      2.6101752e-02
     7.0000000e+02      5.5000000e+02      1.0000000e-16      6.4669436e-03
     7.0000000e+02      5.5000000e+02      1.5000000e-16      8.6990510e-04
     7.0000000e+02      5.5000000e+02      2.2000000e-16      6.7699992e-05
     7.0000000e+02      5.5000000e+02      3.2000000e-16      2.4806449e-06
     7.0000000e+02      5.5000000e+02      4.6000000e-16      3.7659001e-08
     7.0000000e+02      5.5000000e+02      6.8000000e-16      1.0570426e-10
     2.9000000e+03      2.5000000e+03      2.2000000e-16      2.8976230e-09
     2.9000000e+03      2.5000000e+03      1.5000000e-16      1.6023180e-07
     2.9000000e+03      2.5000000e+03      1.0000000e-16      3.4886539e-06
     7.0000000e+02      5.5000000e+02      1.0000000e+06      0.0000000e+00
     7.0000000e+02      6.0000000e+02      0.0000000e+00      6.3282538e-01
     2.9000000e+03      2.5000000e+03      1.0000000e+06      0.0000000e+00
     3.0000000e+03      5.0000000e+01      0.0000000e+00      0.0000000e+00
     7.0000000e+02      6.0000000e+02      1.0000000e-19      6.3015723e-01
     7.0000000e+02      6.0000000e+02      3.2000000e-18      5.5062488e-01
     7.0000000e+02      6.0000000e+02      1.0000000e-17      4.0189786e-01
     7.0000000e+02      6.0000000e+02      3.2000000e-17      1.3692860e-01
     7.0000000e+02      6.0000000e+02      4.6000000e-17      6.9372024e-02
     7.0000000e+02      6.0000000e+02      6.8000000e-17      2.4773587e-02
     7.0000000e+02      6.0000000e+02      1.0000000e-16      6.0613631e-03
     7.0000000e+02      6.0000000e+02      1.5000000e-16      8.0241360e-04
     7.0000000e+02      6.0000000e+02      2.2000000e-16      6.1426761e-05
     7.0000000e+02      6.0000000e+02      3.2000000e-16      2.2137551e-06
     7.0000000e+02      6.0000000e+02      4.6000000e-16      3.2901155e-08
     7.0000000e+02      6.0000000e+02      6.8000000e-16      8.6506734e-11
     7.0000000e+02      6.0000000e+02      1.0000000e+06      0.0000000e+00
     7.0000000e+02      6.5000000e+02      0.0000000e+00      6.2214668e-01
     3.0000000e+03      5.0000000e+01      1.0000000e+06      0.0000000e+00
     3.0000000e+03      7.5000000e+01      0.0000000e+00      0.0000000e+00
     7.0000000e+02      6.5000000e+02      1.0000000e-19      6.1952262e-01
     7.0000000e+02      6.5000000e+02      3.2000000e-18      5.4119132e-01
     7.0000000e+02      6.5000000e+02      1.0000000e-17      3.9438998e-01
     7.0000000e+02      6.5000000e+02      3.2000000e-17      1.3319630e-01
     7.0000000e+02      6.5000000e+02      4.6000000e-17      6.7047337e-02
     7.0000000e+02      6.5000000e+02      6.8000000e-17      2.3697779e-02
     7.0000000e+02      6.5000000e+02      1.0000000e-16      5.7135480e-03
     7.0000000e+02      6.5000000e+02      1.5000000e-16      7.4007717e-04
     7.0000000e+02      6.5000000e+02      2.2000000e-16      5.5074304e-05
     7.0000000e+02      6.5000000e+02      3.2000000e-16      1.9156623e-06
     7.0000000e+02      6.5000000e+02      4.6000000e-16      2.7389569e-08
     7.0000000e+02      6.5000000e+02      6.8000000e-16      6.8206772e-11
     2.5050000e+03      2.5000000e+03      3.2000000e-17      5.8691952e-04
     7.0000000e+02      6.5000000e+02      1.0000000e+06      0.0000000e+00
     7.0500000e+02      7.0000000e+02      0.0000000e+00      6.1230413e-01
     3.0000000e+03      7.5000000e+01      1.0000000e+06      0.0000000e+00
     3.0000000e+03      1.0000000e+02      0.0000000e+00      0.0000000e+00
     7.0500000e+02      7.0000000e+02      1.0000000e-19      6.0967847e-01
     2.5050000e+03      2.5000000e+03      4.6000000e-17      2.1715835e-04
     7.0500000e+02      7.0000000e+02      3.2000000e-18      5.3143951e-01
     2.5050000e+03      2.5000000e+03      6.8000000e-17      4.8777133e-05
     7.0500000e+02      7.0000000e+02      1.0000000e-17      3.8552652e-01
     7.0500000e+02      7.0000000e+02      3.2000000e-17      1.2856256e-01
     7.0500000e+02      7.0000000e+02      4.6000000e-17      6.4284809e-02
     7.0500000e+02      7.0000000e+02      6.8000000e-17      2.2521519e-02
     7.0500000e+02      7.0000000e+02      1.0000000e-16      5.3743137e-03
     7.0500000e+02      7.0000000e+02      1.5000000e-16      6.8770352e-04
     7.0500000e+02      7.0000000e+02      2.2000000e-16      5.0549635e-05
     7.0500000e+02      7.0000000e+02      3.2000000e-16      1.7329898e-06
     7.0500000e+02      7.0000000e+02      4.6000000e-16      2.4155097e-08
     7.0500000e+02      7.0000000e+02      6.8000000e-16      5.7894774e-11
     3.2500000e+03      2.5000000e+03      3.2000000e-17      3.4953467e-04
     3.2500000e+03      2.5000000e+03      4.6000000e-17      1.2834834e-04
     3.2500000e+03      2.5000000e+03      6.8000000e-17      2.7935354e-05
     7.0500000e+02      7.0000000e+02      1.0000000e+06      0.0000000e+00
     7.1000000e+02      7.0000000e+02      0.0000000e+00      6.1429186e-01
     3.0000000e+03      1.0000000e+02      1.0000000e+06      0.0000000e+00
